time_ps,eta_A,abs_eta_A,running_mean_A,running_abs_mean_A
19.040000,0.38446587,0.38446587,0.83921518,0.83921518
19.080000,0.37905977,0.37905977,0.83825251,0.83825251
19.120000,0.37167612,0.37167612,0.83727845,0.83727845
19.160000,0.38545063,0.38545063,0.83633714,0.83633714
19.200000,0.39352428,0.39352428,0.83541653,0.83541653
19.240000,0.37839737,0.37839737,0.83446836,0.83446836
19.280000,0.35985252,0.35985252,0.83348572,0.83348572
19.320000,0.37963049,0.37963049,0.83254800,0.83254800
19.360000,0.38085018,0.38085018,0.83161666,0.83161666
19.400000,0.38775654,0.38775654,0.83070337,0.83070337
19.440000,0.38835808,0.38835808,0.82979506,0.82979506
19.480000,0.39624278,0.39624278,0.82890664,0.82890664
19.520000,0.38404318,0.38404318,0.82799689,0.82799689
19.560000,0.37845796,0.37845796,0.82707947,0.82707947
19.600000,0.34918649,0.34918649,0.82610616,0.82610616
19.640000,0.32189014,0.32189014,0.82508133,0.82508133
19.680000,0.31377936,0.31377936,0.82404421,0.82404421
19.720000,0.28066031,0.28066031,0.82294424,0.82294424
19.760000,0.27434920,0.27434920,0.82183597,0.82183597
19.800000,0.25705344,0.25705344,0.82069730,0.82069730
19.840000,0.24429562,0.24429562,0.81953753,0.81953753
19.880000,0.22771638,0.22771638,0.81834914,0.81834914
19.920000,0.20861693,0.20861693,0.81712723,0.81712723
19.960000,0.19287617,0.19287617,0.81587873,0.81587873
20.000000,0.19300506,0.19300506,0.81463547,0.81463547
20.040000,0.18248318,0.18248318,0.81337620,0.81337620
20.080000,0.21717517,0.21717517,0.81219091,0.81219091
20.120000,0.24383454,0.24383454,0.81106322,0.81106322
20.160000,0.25231375,0.25231375,0.80995678,0.80995678
20.200000,0.25764439,0.25764439,0.80886526,0.80886526
20.240000,0.26885503,0.26885503,0.80780015,0.80780015
20.280000,0.25173488,0.25173488,0.80670553,0.80670553
20.320000,0.24684683,0.24684683,0.80560561,0.80560561
20.360000,0.25615513,0.25615513,0.80452826,0.80452826
20.400000,0.25218487,0.25218487,0.80344735,0.80344735
20.440000,0.25014753,0.25014753,0.80236669,0.80236669
20.480000,0.25195609,0.25195609,0.80129376,0.80129376
20.520000,0.26932408,0.26932408,0.80025880,0.80025880
20.560000,0.30488557,0.30488557,0.79929691,0.79929691
20.600000,0.30614387,0.30614387,0.79834119,0.79834119
20.640000,0.30766349,0.30766349,0.79739210,0.79739210
20.680000,0.31232080,0.31232080,0.79645567,0.79645567
20.720000,0.30276653,0.30276653,0.79550444,0.79550444
20.760000,0.31980674,0.31980674,0.79458964,0.79458964
20.800000,0.33444538,0.33444538,0.79370644,0.79370644
20.840000,0.33448407,0.33448407,0.79282671,0.79282671
20.880000,0.32560880,0.32560880,0.79193336,0.79193336
20.920000,0.31817159,0.31817159,0.79102924,0.79102924
20.960000,0.33972604,0.33972604,0.79016961,0.79016961
21.000000,0.35444701,0.35444701,0.78934124,0.78934124
21.040000,0.36582885,0.36582885,0.78853761,0.78853761
21.080000,0.35697367,0.35697367,0.78772026,0.78772026
21.120000,0.33569314,0.33569314,0.78686577,0.78686577
21.160000,0.31911374,0.31911374,0.78598321,0.78598321
21.200000,0.31339806,0.31339806,0.78509322,0.78509322
21.240000,0.29811662,0.29811662,0.78417785,0.78417785
21.280000,0.29933831,0.29933831,0.78326821,0.78326821
21.320000,0.29071498,0.29071498,0.78234583,0.78234583
21.360000,0.28611281,0.28611281,0.78141829,0.78141829
21.400000,0.29637648,0.29637648,0.78051336,0.78051336
21.440000,0.31174046,0.31174046,0.77964041,0.77964041
21.480000,0.32764797,0.32764797,0.77880028,0.77880028
21.520000,0.33711100,0.33711100,0.77798082,0.77798082
21.560000,0.34749398,0.34749398,0.77718362,0.77718362
21.600000,0.33605639,0.33605639,0.77636823,0.77636823
21.640000,0.32885325,0.32885325,0.77554255,0.77554255
21.680000,0.30473927,0.30473927,0.77467551,0.77467551
21.720000,0.30120660,0.30120660,0.77380516,0.77380516
21.760000,0.31837587,0.31837587,0.77296951,0.77296951
21.800000,0.33403618,0.33403618,0.77216561,0.77216561
21.840000,0.37047753,0.37047753,0.77143126,0.77143126
21.880000,0.37404643,0.37404643,0.77070611,0.77070611
21.920000,0.35660876,0.35660876,0.76995183,0.76995183
21.960000,0.34139336,0.34139336,0.76917263,0.76917263
22.000000,0.33394969,0.33394969,0.76838275,0.76838275
22.040000,0.34105814,0.34105814,0.76760862,0.76760862
22.080000,0.32786573,0.32786573,0.76681342,0.76681342
22.120000,0.30287214,0.30287214,0.76597598,0.76597598
22.160000,0.29256213,0.29256213,0.76512298,0.76512298
22.200000,0.25467920,0.25467920,0.76420492,0.76420492
22.240000,0.20155250,0.20155250,0.76319477,0.76319477
22.280000,0.17925464,0.17925464,0.76214828,0.76214828
22.320000,0.18208375,0.18208375,0.76111060,0.76111060
22.360000,0.18144479,0.18144479,0.76007548,0.76007548
22.400000,0.20160404,0.20160404,0.75907999,0.75907999
22.440000,0.21459835,0.21459835,0.75811116,0.75811116
22.480000,0.22102971,0.22102971,0.75715720,0.75715720
22.520000,0.22959258,0.22959258,0.75622180,0.75622180
22.560000,0.22284558,0.22284558,0.75527777,0.75527777
22.600000,0.22706863,0.22706863,0.75434454,0.75434454
22.640000,0.24868954,0.24868954,0.75345273,0.75345273
22.680000,0.26688778,0.26688778,0.75259610,0.75259610
22.720000,0.26977385,0.26977385,0.75174756,0.75174756
22.760000,0.28321995,0.28321995,0.75092558,0.75092558
22.800000,0.26931457,0.26931457,0.75008213,0.75008213
22.840000,0.24394574,0.24394574,0.74919727,0.74919727
22.880000,0.24245289,0.24245289,0.74831290,0.74831290
22.920000,0.24410136,0.24410136,0.74743449,0.74743449
22.960000,0.24805106,0.24805106,0.74656599,0.74656599
23.000000,0.26834695,0.26834695,0.74573575,0.74573575
23.040000,0.25994540,0.25994540,0.74489383,0.74489383
23.080000,0.25554694,0.25554694,0.74404721,0.74404721
23.120000,0.24996966,0.24996966,0.74319388,0.74319388
23.160000,0.24298011,0.24298011,0.74233144,0.74233144
23.200000,0.23299009,0.23299009,0.74145478,0.74145478
23.240000,0.22966398,0.22966398,0.74057541,0.74057541
23.280000,0.22661037,0.22661037,0.73969382,0.73969382
23.320000,0.23824067,0.23824067,0.73883517,0.73883517
23.360000,0.24662843,0.24662843,0.73799379,0.73799379
23.400000,0.22364857,0.22364857,0.73711607,0.73711607
23.440000,0.22008751,0.22008751,0.73623527,0.73623527
23.480000,0.21254027,0.21254027,0.73534463,0.73534463
23.520000,0.21471139,0.21471139,0.73446071,0.73446071
23.560000,0.21021717,0.21021717,0.73357216,0.73357216
23.600000,0.21099068,0.21099068,0.73268793,0.73268793
23.640000,0.19648538,0.19648538,0.73178218,0.73178218
23.680000,0.21118830,0.21118830,0.73090428,0.73090428
23.720000,0.23709080,0.23709080,0.73007294,0.73007294
23.760000,0.23725233,0.23725233,0.72924467,0.72924467
23.800000,0.24349223,0.24349223,0.72842965,0.72842965
23.840000,0.22275232,0.22275232,0.72758262,0.72758262
23.880000,0.19303594,0.19303594,0.72668873,0.72668873
23.920000,0.16715541,0.16715541,0.72575462,0.72575462
23.960000,0.15143784,0.15143784,0.72479742,0.72479742
24.000000,0.14159244,0.14159244,0.72382703,0.72382703
24.040000,0.13340112,0.13340112,0.72284626,0.72284626
24.080000,0.14922876,0.14922876,0.72189499,0.72189499
24.120000,0.18415601,0.18415601,0.72100469,0.72100469
24.160000,0.20330932,0.20330932,0.72014900,0.72014900
24.200000,0.21674437,0.21674437,0.71931830,0.71931830
24.240000,0.24423033,0.24423033,0.71853561,0.71853561
24.280000,0.26428324,0.26428324,0.71778849,0.71778849
24.320000,0.26986979,0.26986979,0.71705299,0.71705299
24.360000,0.26426664,0.26426664,0.71631072,0.71631072
24.400000,0.27177479,0.27177479,0.71558316,0.71558316
24.440000,0.28606042,0.28606042,0.71488133,0.71488133
24.480000,0.28849264,0.28849264,0.71418575,0.71418575
24.520000,0.29283250,0.29283250,0.71349951,0.71349951
24.560000,0.28999088,0.28999088,0.71281088,0.71281088
24.600000,0.31158376,0.31158376,0.71215953,0.71215953
24.640000,0.32429900,0.32429900,0.71153091,0.71153091
24.680000,0.32222902,0.32222902,0.71090097,0.71090097
24.720000,0.30821753,0.30821753,0.71025043,0.71025043
24.760000,0.28509544,0.28509544,0.70956470,0.70956470
24.800000,0.28929549,0.28929549,0.70888794,0.70888794
24.840000,0.29720769,0.29720769,0.70822607,0.70822607
24.880000,0.30326071,0.30326071,0.70757605,0.70757605
24.920000,0.32110177,0.32110177,0.70695670,0.70695670
24.960000,0.30806175,0.30806175,0.70631846,0.70631846
25.000000,0.30301254,0.30301254,0.70567421,0.70567421
25.040000,0.29104310,0.29104310,0.70501291,0.70501291
25.080000,0.29128889,0.29128889,0.70435412,0.70435412
25.120000,0.28400036,0.28400036,0.70368583,0.70368583
25.160000,0.28898437,0.28898437,0.70302757,0.70302757
25.200000,0.28716473,0.28716473,0.70236852,0.70236852
25.240000,0.27454257,0.27454257,0.70169158,0.70169158
25.280000,0.27020742,0.27020742,0.70100993,0.70100993
25.320000,0.25948278,0.25948278,0.70031351,0.70031351
25.360000,0.27055313,0.27055313,0.69963672,0.69963672
25.400000,0.26217625,0.26217625,0.69894889,0.69894889
25.440000,0.25269178,0.25269178,0.69824833,0.69824833
25.480000,0.25969442,0.25969442,0.69756094,0.69756094
25.520000,0.25766084,0.25766084,0.69687252,0.69687252
25.560000,0.25922925,0.25922925,0.69618871,0.69618871
25.600000,0.28415218,0.28415218,0.69554590,0.69554590
25.640000,0.29750847,0.29750847,0.69492591,0.69492591
25.680000,0.32344511,0.32344511,0.69434818,0.69434818
25.720000,0.35137038,0.35137038,0.69381560,0.69381560
25.760000,0.36643551,0.36643551,0.69330804,0.69330804
25.800000,0.35930937,0.35930937,0.69279101,0.69279101
25.840000,0.35755491,0.35755491,0.69227287,0.69227287
25.880000,0.37096742,0.37096742,0.69177703,0.69177703
25.920000,0.35719861,0.35719861,0.69126150,0.69126150
25.960000,0.34634876,0.34634876,0.69073087,0.69073087
26.000000,0.35329675,0.35329675,0.69021253,0.69021253
26.040000,0.32335076,0.32335076,0.68964986,0.68964986
26.080000,0.32621291,0.32621291,0.68909330,0.68909330
26.120000,0.33285105,0.33285105,0.68854859,0.68854859
26.160000,0.31430486,0.31430486,0.68797722,0.68797722
26.200000,0.32601619,0.32601619,0.68742545,0.68742545
26.240000,0.32449036,0.32449036,0.68687304,0.68687304
26.280000,0.32531696,0.32531696,0.68632356,0.68632356
26.320000,0.32770427,0.32770427,0.68577937,0.68577937
26.360000,0.32487455,0.32487455,0.68523255,0.68523255
26.400000,0.32732262,0.32732262,0.68469108,0.68469108
26.440000,0.31770662,0.31770662,0.68413672,0.68413672
26.480000,0.30063242,0.30063242,0.68355829,0.68355829
26.520000,0.31851904,0.31851904,0.68300853,0.68300853
26.560000,0.34744060,0.34744060,0.68250391,0.68250391
26.600000,0.35530476,0.35530476,0.68201262,0.68201262
26.640000,0.36025771,0.36025771,0.68153023,0.68153023
26.680000,0.35812745,0.35812745,0.68104610,0.68104610
26.720000,0.35823707,0.35823707,0.68056357,0.68056357
26.760000,0.35784165,0.35784165,0.68008190,0.68008190
26.800000,0.36808500,0.36808500,0.67961693,0.67961693
26.840000,0.35480491,0.35480491,0.67913357,0.67913357
26.880000,0.33611550,0.33611550,0.67862389,0.67862389
26.920000,0.32220960,0.32220960,0.67809508,0.67809508
26.960000,0.31276978,0.31276978,0.67755386,0.67755386
27.000000,0.33986813,0.33986813,0.67705433,0.67705433
27.040000,0.35753670,0.35753670,0.67658237,0.67658237
27.080000,0.39655485,0.39655485,0.67616935,0.67616935
27.120000,0.42146623,0.42146623,0.67579423,0.67579423
27.160000,0.43492173,0.43492173,0.67544001,0.67544001
27.200000,0.42947052,0.42947052,0.67507882,0.67507882
27.240000,0.43676685,0.43676685,0.67472939,0.67472939
27.280000,0.42836002,0.42836002,0.67436867,0.67436867
27.320000,0.40491534,0.40491534,0.67397473,0.67397473
27.360000,0.39682644,0.39682644,0.67357014,0.67357014
27.400000,0.40004053,0.40004053,0.67317141,0.67317141
27.440000,0.39266027,0.39266027,0.67276309,0.67276309
27.480000,0.40344333,0.40344333,0.67237164,0.67237164
27.520000,0.41314726,0.41314726,0.67199541,0.67199541
27.560000,0.39846745,0.39846745,0.67159899,0.67159899
27.600000,0.38211676,0.38211676,0.67118006,0.67118006
27.640000,0.37753747,0.37753747,0.67075572,0.67075572
27.680000,0.37705944,0.37705944,0.67033191,0.67033191
27.720000,0.36358596,0.36358596,0.66988992,0.66988992
27.760000,0.37904252,0.37904252,0.66947143,0.66947143
27.800000,0.39626593,0.39626593,0.66907889,0.66907889
27.840000,0.40540201,0.40540201,0.66870059,0.66870059
27.880000,0.42585978,0.42585978,0.66835268,0.66835268
27.920000,0.43333835,0.43333835,0.66801647,0.66801647
27.960000,0.44306000,0.44306000,0.66769510,0.66769510
28.000000,0.43937984,0.43937984,0.66736940,0.66736940
28.040000,0.43109127,0.43109127,0.66703282,0.66703282
28.080000,0.42251307,0.42251307,0.66668500,0.66668500
28.120000,0.39879401,0.39879401,0.66630447,0.66630447
28.160000,0.38377909,0.38377909,0.66590373,0.66590373
28.200000,0.40245039,0.40245039,0.66553056,0.66553056
28.240000,0.41851457,0.41851457,0.66518118,0.66518118
28.280000,0.40863931,0.40863931,0.66481883,0.66481883
28.320000,0.40069636,0.40069636,0.66444630,0.66444630
28.360000,0.37312304,0.37312304,0.66403599,0.66403599
28.400000,0.35116990,0.35116990,0.66359595,0.66359595
28.440000,0.33645739,0.33645739,0.66313649,0.66313649
28.480000,0.33430702,0.33430702,0.66267530,0.66267530
28.520000,0.33121821,0.33121821,0.66221107,0.66221107
28.560000,0.34195922,0.34195922,0.66176317,0.66176317
28.600000,0.34479534,0.34479534,0.66132047,0.66132047
28.640000,0.34944194,0.34944194,0.66088550,0.66088550
28.680000,0.36255100,0.36255100,0.66046999,0.66046999
28.720000,0.36435134,0.36435134,0.66005814,0.66005814
28.760000,0.36641201,0.36641201,0.65965030,0.65965030
28.800000,0.37443198,0.37443198,0.65925471,0.65925471
28.840000,0.38737456,0.38737456,0.65887815,0.65887815
28.880000,0.37377121,0.37377121,0.65848381,0.65848381
28.920000,0.35993251,0.35993251,0.65807144,0.65807144
28.960000,0.35866796,0.35866796,0.65765847,0.65765847
29.000000,0.36122208,0.36122208,0.65725016,0.65725016
29.040000,0.38001258,0.38001258,0.65686881,0.65686881
29.080000,0.37909890,0.37909890,0.65648726,0.65648726
29.120000,0.37470675,0.37470675,0.65610073,0.65610073
29.160000,0.35438427,0.35438427,0.65568742,0.65568742
29.200000,0.35234303,0.35234303,0.65527245,0.65527245
29.240000,0.34925757,0.34925757,0.65485440,0.65485440
29.280000,0.32943566,0.32943566,0.65441044,0.65441044
29.320000,0.31965039,0.31965039,0.65395437,0.65395437
29.360000,0.31813160,0.31813160,0.65349746,0.65349746
29.400000,0.34333582,0.34333582,0.65307605,0.65307605
29.440000,0.36030920,0.36030920,0.65267881,0.65267881
29.480000,0.38190295,0.38190295,0.65231190,0.65231190
29.520000,0.39423960,0.39423960,0.65196268,0.65196268
29.560000,0.39897651,0.39897651,0.65162081,0.65162081
29.600000,0.40208238,0.40208238,0.65128405,0.65128405
29.640000,0.41020634,0.41020634,0.65095915,0.65095915
29.680000,0.40714591,0.40714591,0.65063100,0.65063100
29.720000,0.40188918,0.40188918,0.65029667,0.65029667
29.760000,0.41039366,0.41039366,0.64997465,0.64997465
29.800000,0.42149927,0.42149927,0.64966839,0.64966839
29.840000,0.42705928,0.42705928,0.64937038,0.64937038
29.880000,0.42816382,0.42816382,0.64907465,0.64907465
29.920000,0.40212155,0.40212155,0.64874494,0.64874494
29.960000,0.39382520,0.39382520,0.64840505,0.64840505
30.000000,0.39727721,0.39727721,0.64807066,0.64807066
30.040000,0.38440750,0.38440750,0.64772004,0.64772004
30.080000,0.38837583,0.38837583,0.64737563,0.64737563
30.120000,0.41346533,0.41346533,0.64706540,0.64706540
30.160000,0.41698573,0.41698573,0.64676066,0.64676066
30.200000,0.41497005,0.41497005,0.64645406,0.64645406
30.240000,0.41119368,0.41119368,0.64614328,0.64614328
30.280000,0.40136596,0.40136596,0.64582035,0.64582035
30.320000,0.39680355,0.39680355,0.64549227,0.64549227
30.360000,0.37883567,0.37883567,0.64514140,0.64514140
30.400000,0.37596597,0.37596597,0.64478769,0.64478769
30.440000,0.37197033,0.37197033,0.64442966,0.64442966
30.480000,0.35740158,0.35740158,0.64405348,0.64405348
30.520000,0.33556212,0.33556212,0.64364970,0.64364970
30.560000,0.31649642,0.31649642,0.64322204,0.64322204
30.600000,0.29994415,0.29994415,0.64277390,0.64277390
30.640000,0.31040795,0.31040795,0.64234057,0.64234057
30.680000,0.34406039,0.34406039,0.64195218,0.64195218
30.720000,0.38685692,0.38685692,0.64162046,0.64162046
30.760000,0.40839651,0.40839651,0.64131757,0.64131757
30.800000,0.40687850,0.40687850,0.64101350,0.64101350
30.840000,0.37038253,0.37038253,0.64066294,0.64066294
30.880000,0.34575085,0.34575085,0.64028142,0.64028142
30.920000,0.32858030,0.32858030,0.63987871,0.63987871
30.960000,0.31656946,0.31656946,0.63946154,0.63946154
31.000000,0.33729470,0.33729470,0.63907215,0.63907215
31.040000,0.35581466,0.35581466,0.63870759,0.63870759
31.080000,0.34944847,0.34944847,0.63833580,0.63833580
31.120000,0.32967425,0.32967425,0.63793957,0.63793957
31.160000,0.29878171,0.29878171,0.63750475,0.63750475
31.200000,0.29928363,0.29928363,0.63707169,0.63707169
31.240000,0.30877866,0.30877866,0.63665188,0.63665188
31.280000,0.31288125,0.31288125,0.63623838,0.63623838
31.320000,0.32372895,0.32372895,0.63583977,0.63583977
31.360000,0.34061981,0.34061981,0.63546369,0.63546369
31.400000,0.33682251,0.33682251,0.63508374,0.63508374
31.440000,0.35132120,0.35132120,0.63472318,0.63472318
31.480000,0.35519343,0.35519343,0.63436844,0.63436844
31.520000,0.35300137,0.35300137,0.63401183,0.63401183
31.560000,0.37857367,0.37857367,0.63368849,0.63368849
31.600000,0.38704328,0.38704328,0.63337668,0.63337668
31.640000,0.40204445,0.40204445,0.63308459,0.63308459
31.680000,0.40507814,0.40507814,0.63279707,0.63279707
31.720000,0.37528740,0.37528740,0.63247275,0.63247275
31.760000,0.35999621,0.35999621,0.63213001,0.63213001
31.800000,0.33204355,0.33204355,0.63175302,0.63175302
31.840000,0.30142847,0.30142847,0.63133856,0.63133856
31.880000,0.31465679,0.31465679,0.63094171,0.63094171
31.920000,0.32562403,0.32562403,0.63055959,0.63055959
31.960000,0.32079573,0.32079573,0.63017238,0.63017238
32.000000,0.30362853,0.30362853,0.62976471,0.62976471
32.040000,0.26819400,0.26819400,0.62931388,0.62931388
32.080000,0.25449797,0.25449797,0.62884711,0.62884711
32.120000,0.25175413,0.25175413,0.62837809,0.62837809
32.160000,0.24403970,0.24403970,0.62790065,0.62790065
32.200000,0.25917090,0.25917090,0.62744317,0.62744317
32.240000,0.27219726,0.27219726,0.62700296,0.62700296
32.280000,0.28529403,0.28529403,0.62658005,0.62658005
32.320000,0.30788831,0.30788831,0.62618612,0.62618612
32.360000,0.34168225,0.34168225,0.62583488,0.62583488
32.400000,0.35922902,0.35922902,0.62550615,0.62550615
32.440000,0.37503055,0.37503055,0.62519768,0.62519768
32.480000,0.38199371,0.38199371,0.62489853,0.62489853
32.520000,0.37392684,0.37392684,0.62459021,0.62459021
32.560000,0.36014593,0.36014593,0.62426574,0.62426574
32.600000,0.35326124,0.35326124,0.62393363,0.62393363
32.640000,0.33877038,0.33877038,0.62358459,0.62358459
32.680000,0.31282047,0.31282047,0.62320469,0.62320469
32.720000,0.29260626,0.29260626,0.62280102,0.62280102
32.760000,0.28593633,0.28593633,0.62239021,0.62239021
32.800000,0.28067491,0.28067491,0.62197400,0.62197400
32.840000,0.28012285,0.28012285,0.62155812,0.62155812
32.880000,0.28952753,0.28952753,0.62115468,0.62115468
32.920000,0.29674422,0.29674422,0.62076098,0.62076098
32.960000,0.30176445,0.30176445,0.62037431,0.62037431
33.000000,0.31826580,0.31826580,0.62000857,0.62000857
33.040000,0.31723870,0.31723870,0.61964246,0.61964246
33.080000,0.32569248,0.32569248,0.61928745,0.61928745
33.120000,0.33365171,0.33365171,0.61894289,0.61894289
33.160000,0.35454804,0.35454804,0.61862434,0.61862434
33.200000,0.35900958,0.35900958,0.61831193,0.61831193
33.240000,0.36884647,0.36884647,0.61801209,0.61801209
33.280000,0.36938986,0.36938986,0.61771363,0.61771363
33.320000,0.37024028,0.37024028,0.61741690,0.61741690
33.360000,0.36231051,0.36231051,0.61711138,0.61711138
33.400000,0.36041918,0.36041918,0.61680433,0.61680433
33.440000,0.37379921,0.37379921,0.61651400,0.61651400
33.480000,0.39669537,0.39669537,0.61625169,0.61625169
33.520000,0.41995688,0.41995688,0.61601773,0.61601773
33.560000,0.44223288,0.44223288,0.61581084,0.61581084
33.600000,0.42317058,0.42317058,0.61558178,0.61558178
33.640000,0.41682896,0.41682896,0.61534573,0.61534573
33.680000,0.42773706,0.42773706,0.61512318,0.61512318
33.720000,0.42090730,0.42090730,0.61489307,0.61489307
33.760000,0.41055362,0.41055362,0.61465125,0.61465125
33.800000,0.39416491,0.39416491,0.61439063,0.61439063
33.840000,0.38763996,0.38763996,0.61412291,0.61412291
33.880000,0.38744554,0.38744554,0.61385561,0.61385561
33.920000,0.38673377,0.38673377,0.61358809,0.61358809
33.960000,0.37944387,0.37944387,0.61331263,0.61331263
34.000000,0.40038924,0.40038924,0.61306242,0.61306242
34.040000,0.41005113,0.41005113,0.61282415,0.61282415
34.080000,0.40615137,0.40615137,0.61258186,0.61258186
34.120000,0.40178848,0.40178848,0.61233503,0.61233503
34.160000,0.37903093,0.37903093,0.61206216,0.61206216
34.200000,0.35435414,0.35435414,0.61176109,0.61176109
34.240000,0.35227693,0.35227693,0.61145831,0.61145831
34.280000,0.36194991,0.36194991,0.61116751,0.61116751
34.320000,0.36610707,0.36610707,0.61088222,0.61088222
34.360000,0.33596059,0.33596059,0.61056255,0.61056255
34.400000,0.31410792,0.31410792,0.61021823,0.61021823
34.440000,0.28787188,0.28787188,0.60984428,0.60984428
34.480000,0.27464761,0.27464761,0.60945587,0.60945587
34.520000,0.26341449,0.26341449,0.60905536,0.60905536
34.560000,0.27126050,0.27126050,0.60866485,0.60866485
34.600000,0.28464930,0.28464930,0.60829070,0.60829070
34.640000,0.29201547,0.29201547,0.60792590,0.60792590
34.680000,0.29127181,0.29127181,0.60756110,0.60756110
34.720000,0.28698613,0.28698613,0.60719219,0.60719219
34.760000,0.26158787,0.26158787,0.60679495,0.60679495
34.800000,0.24366549,0.24366549,0.60637804,0.60637804
34.840000,0.24620307,0.24620307,0.60596499,0.60596499
34.880000,0.21700430,0.21700430,0.60551945,0.60551945
34.920000,0.20505396,0.20505396,0.60506125,0.60506125
34.960000,0.19622337,0.19622337,0.60459401,0.60459401
35.000000,0.19338715,0.19338715,0.60412459,0.60412459
35.040000,0.18224298,0.18224298,0.60364354,0.60364354
35.080000,0.19505232,0.19505232,0.60317817,0.60317817
35.120000,0.20880469,0.20880469,0.60272951,0.60272951
35.160000,0.23495246,0.23495246,0.60231158,0.60231158
35.200000,0.26377811,0.26377811,0.60192732,0.60192732
35.240000,0.27504316,0.27504316,0.60155671,0.60155671
35.280000,0.28185248,0.28185248,0.60119464,0.60119464
35.320000,0.28755256,0.28755256,0.60083984,0.60083984
35.360000,0.27162182,0.27162182,0.60046784,0.60046784
35.400000,0.24617399,0.24617399,0.60006796,0.60006796
35.440000,0.25375353,0.25375353,0.59967753,0.59967753
35.480000,0.26142063,0.26142063,0.59929661,0.59929661
35.520000,0.25731252,0.25731252,0.59891193,0.59891193
35.560000,0.27134190,0.27134190,0.59854387,0.59854387
35.600000,0.26689917,0.26689917,0.59817165,0.59817165
35.640000,0.27163909,0.27163909,0.59780559,0.59780559
35.680000,0.25727932,0.25727932,0.59742426,0.59742426
35.720000,0.24213769,0.24213769,0.59702685,0.59702685
35.760000,0.23379199,0.23379199,0.59662100,0.59662100
35.800000,0.23045426,0.23045426,0.59621233,0.59621233
35.840000,0.21999464,0.21999464,0.59579291,0.59579291
35.880000,0.23574525,0.23574525,0.59539197,0.59539197
35.920000,0.25566510,0.25566510,0.59501407,0.59501407
35.960000,0.27401937,0.27401937,0.59465741,0.59465741
36.000000,0.28226149,0.28226149,0.59431069,0.59431069
36.040000,0.27825170,0.27825170,0.59396029,0.59396029
36.080000,0.26258340,0.26258340,0.59359332,0.59359332
36.120000,0.23797103,0.23797103,0.59319993,0.59319993
36.160000,0.23330443,0.23330443,0.59280226,0.59280226
36.200000,0.21063801,0.21063801,0.59238044,0.59238044
36.240000,0.19376821,0.19376821,0.59194096,0.59194096
36.280000,0.19084624,0.19084624,0.59149922,0.59149922
36.320000,0.20019138,0.20019138,0.59106874,0.59106874
36.360000,0.20606992,0.20606992,0.59064567,0.59064567
36.400000,0.21249753,0.21249753,0.59023058,0.59023058
36.440000,0.23901956,0.23901956,0.58984548,0.58984548
36.480000,0.26248977,0.26248977,0.58948693,0.58948693
36.520000,0.26253414,0.26253414,0.58912921,0.58912921
36.560000,0.25177669,0.25177669,0.58876052,0.58876052
36.600000,0.23122356,0.23122356,0.58837019,0.58837019
36.640000,0.18891764,0.18891764,0.58793459,0.58793459
36.680000,0.17223279,0.17223279,0.58748175,0.58748175
36.720000,0.14958346,0.14958346,0.58700526,0.58700526
36.760000,0.13411387,0.13411387,0.58651298,0.58651298
36.800000,0.14261862,0.14261862,0.58603101,0.58603101
36.840000,0.15826171,0.15826171,0.58556706,0.58556706
36.880000,0.14579249,0.14579249,0.58509059,0.58509059
36.920000,0.12838916,0.12838916,0.58459633,0.58459633
36.960000,0.11217328,0.11217328,0.58408560,0.58408560
37.000000,0.11701945,0.11701945,0.58358121,0.58358121
37.040000,0.12806675,0.12806675,0.58308982,0.58308982
37.080000,0.12746878,0.12746878,0.58259885,0.58259885
37.120000,0.13711515,0.13711515,0.58211932,0.58211932
37.160000,0.16349842,0.16349842,0.58166919,0.58166919
37.200000,0.17859173,0.17859173,0.58123624,0.58123624
37.240000,0.16519971,0.16519971,0.58078985,0.58078985
37.280000,0.15279606,0.15279606,0.58033112,0.58033112
37.320000,0.16368132,0.16368132,0.57988503,0.57988503
37.360000,0.19485876,0.19485876,0.57947324,0.57947324
37.400000,0.20038198,0.20038198,0.57906823,0.57906823
37.440000,0.19302015,0.19302015,0.57865622,0.57865622
37.480000,0.19029712,0.19029712,0.57824219,0.57824219
37.520000,0.17755611,0.17755611,0.57781548,0.57781548
37.560000,0.18190887,0.18190887,0.57739430,0.57739430
37.600000,0.19903228,0.19903228,0.57699221,0.57699221
37.640000,0.18987104,0.18987104,0.57658126,0.57658126
37.680000,0.19867607,0.19867607,0.57618051,0.57618051
37.720000,0.21036796,0.21036796,0.57579300,0.57579300
37.760000,0.20569258,0.20569258,0.57540136,0.57540136
37.800000,0.20402638,0.20402638,0.57500878,0.57500878
37.840000,0.20241067,0.20241067,0.57461533,0.57461533
37.880000,0.19979650,0.19979650,0.57421995,0.57421995
37.920000,0.18282810,0.18282810,0.57380753,0.57380753
37.960000,0.18496695,0.18496695,0.57339822,0.57339822
38.000000,0.17224770,0.17224770,0.57297640,0.57297640
38.040000,0.17356765,0.17356765,0.57255685,0.57255685
38.080000,0.19421982,0.19421982,0.57215986,0.57215986
38.120000,0.18722500,0.18722500,0.57175636,0.57175636
38.160000,0.20802507,0.20802507,0.57137549,0.57137549
38.200000,0.21902614,0.21902614,0.57100693,0.57100693
38.240000,0.23269929,0.23269929,0.57065342,0.57065342
